date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:34:37	13016/13016	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2232d8-5666fb18cd3e4%22	http://elezioni2018.comune.venezia.it/build/assets/5d3ff71c.eot?v2	C:/Mie%20pagine%20Web/MATURITA/elezioni%202018/elezioni2018.comune.venezia.it/build/assets/5d3ff71c1b26.eot	(from http://elezioni2018.comune.venezia.it/build/build.css)
11:34:37	326/326	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2018%20Jun%202018%2009:34:37%20GMT	http://elezioni2018.comune.venezia.it/risultati/451/A/risultati/447/S/1	C:/Mie%20pagine%20Web/MATURITA/elezioni%202018/elezioni2018.comune.venezia.it/risultati/451/A/risultati/447/S/1	(from http://elezioni2018.comune.venezia.it/risultati/451/A/30241)
11:34:37	12944/12944	---M--	200	added ('OK')	application/x-font-woff	etag:%223290-5666fb18aff0f%22	http://elezioni2018.comune.venezia.it/build/assets/80f3eca6.woff?v2	C:/Mie%20pagine%20Web/MATURITA/elezioni%202018/elezioni2018.comune.venezia.it/build/assets/80f3eca61b26.woff	(from http://elezioni2018.comune.venezia.it/build/build.css)
11:34:38	91595/91595	---M-Z	200	added ('OK')	application/javascript	etag:%22165cb-5666fb170d7b1-gzip%22	http://elezioni2018.comune.venezia.it/build/IWT.min.js	C:/Mie%20pagine%20Web/MATURITA/elezioni%202018/elezioni2018.comune.venezia.it/build/IWT.min.js	(from http://elezioni2018.comune.venezia.it/)
11:34:38	326/326	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2018%20Jun%202018%2009:34:38%20GMT	http://elezioni2018.comune.venezia.it/risultati/451/S/risultati/447/S/1	C:/Mie%20pagine%20Web/MATURITA/elezioni%202018/elezioni2018.comune.venezia.it/risultati/451/S/risultati/447/S/1	(from http://elezioni2018.comune.venezia.it/risultati/451/S/1)
11:34:38	1184/1184	---M-Z	200	added ('OK')	text/css	etag:%224a0-5668773858ae4-gzip%22	http://elezioni2018.comune.venezia.it/build/build_map.css	C:/Mie%20pagine%20Web/MATURITA/elezioni%202018/elezioni2018.comune.venezia.it/build/build_map.css	(from http://elezioni2018.comune.venezia.it/mappa-voto-risultati-senato.php)
11:34:39	14061/14061	---MCZ	200	added ('OK')	text/css	etag:W/%2236ed-15dc1f8ac30%22	https://unpkg.com/leaflet@1.2.0/dist/leaflet.css	C:/Mie%20pagine%20Web/MATURITA/elezioni%202018/unpkg.com/leaflet@1.2.0/dist/leaflet.css	(from http://elezioni2018.comune.venezia.it/mappa-voto-risultati-senato.php)
11:34:39	389760/389760	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f280-15dc21af588%22	https://unpkg.com/leaflet@1.2.0/dist/leaflet-src.js	C:/Mie%20pagine%20Web/MATURITA/elezioni%202018/unpkg.com/leaflet@1.2.0/dist/leaflet-src.js	(from http://elezioni2018.comune.venezia.it/mappa-voto-risultati-senato.php)
11:34:39	2990/2990	---MCZ	200	added ('OK')	text/css	etag:W/%22bae-15fe0c41620%22	https://unpkg.com/esri-leaflet-geocoder@2.2.8/dist/esri-leaflet-geocoder.css	C:/Mie%20pagine%20Web/MATURITA/elezioni%202018/unpkg.com/esri-leaflet-geocoder@2.2.8/dist/esri-leaflet-geocoder.css	(from http://elezioni2018.comune.venezia.it/mappa-voto-risultati-senato.php)
11:34:41	15/15	---M--	200	added ('OK')	application/javascript	etag:%22f-5665cdc346940%22	http://elezioni2018.comune.venezia.it/script/mappaS.js	C:/Mie%20pagine%20Web/MATURITA/elezioni%202018/elezioni2018.comune.venezia.it/script/mappaS.js	(from http://elezioni2018.comune.venezia.it/mappa-voto-risultati-senato.php)
11:34:44	29677/29677	---M-Z	200	added ('OK')	application/javascript	etag:%2273ed-566bdc777a225-gzip%22	http://elezioni2018.comune.venezia.it/script/mappa.js	C:/Mie%20pagine%20Web/MATURITA/elezioni%202018/elezioni2018.comune.venezia.it/script/mappa.js	(from http://elezioni2018.comune.venezia.it/mappa-voto-risultati-senato.php)
11:34:44	326/326	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2018%20Jun%202018%2009:34:44%20GMT	http://elezioni2018.comune.venezia.it/risultati/447/A/risultati/447/S/1	C:/Mie%20pagine%20Web/MATURITA/elezioni%202018/elezioni2018.comune.venezia.it/risultati/447/A/risultati/447/S/1	(from http://elezioni2018.comune.venezia.it/risultati/447/A/30241)
11:34:45	15594/15594	---M--	200	added ('OK')	image/png	etag:%223cea-5666fae4ca66f%22	http://elezioni2018.comune.venezia.it/immagini/447/02_1262_LEGA_SIE.PNG	C:/Mie%20pagine%20Web/MATURITA/elezioni%202018/elezioni2018.comune.venezia.it/immagini/447/02_1262_LEGA_SIE.png	(from http://elezioni2018.comune.venezia.it/risultati/447/A/30241)
11:34:47	20726/20726	---M--	200	added ('OK')	image/png	etag:%2250f6-5666fae59ba1f%22	http://elezioni2018.comune.venezia.it/immagini/447/03_1261_FRATELLIDITALIACONGIORGIAMELONI_SIE.PNG	C:/Mie%20pagine%20Web/MATURITA/elezioni%202018/elezioni2018.comune.venezia.it/immagini/447/03_1261_FRATELLIDITALIACONGIORGIAMELONI_SIE.png	(from http://elezioni2018.comune.venezia.it/risultati/447/A/30241)
11:34:48	17601/17601	---M--	200	added ('OK')	image/png	etag:%2244c1-5666fae5e07b0%22	http://elezioni2018.comune.venezia.it/immagini/447/05_1260_FORZAITALIA_SIE.PNG	C:/Mie%20pagine%20Web/MATURITA/elezioni%202018/elezioni2018.comune.venezia.it/immagini/447/05_1260_FORZAITALIA_SIE.png	(from http://elezioni2018.comune.venezia.it/risultati/447/A/30241)
11:34:48	14167/14167	---M--	200	added ('OK')	image/png	etag:%223757-5666fae5aac4f%22	http://elezioni2018.comune.venezia.it/immagini/447/13_1270_MOVIMENTO5STELLE_SIE.PNG	C:/Mie%20pagine%20Web/MATURITA/elezioni%202018/elezioni2018.comune.venezia.it/immagini/447/13_1270_MOVIMENTO5STELLE_SIE.png	(from http://elezioni2018.comune.venezia.it/risultati/447/A/30241)
11:34:48	19138/19138	---M--	200	added ('OK')	image/png	etag:%224ac2-5666fae55939c%22	http://elezioni2018.comune.venezia.it/immagini/447/04_1259_NOICONLITALIAUDC_SIE.PNG	C:/Mie%20pagine%20Web/MATURITA/elezioni%202018/elezioni2018.comune.venezia.it/immagini/447/04_1259_NOICONLITALIAUDC_SIE.png	(from http://elezioni2018.comune.venezia.it/risultati/447/A/30241)
11:34:49	18004/18004	---M--	200	added ('OK')	image/png	etag:%224654-5666fae52dc4c%22	http://elezioni2018.comune.venezia.it/immagini/447/14_1271_PIUEUROPA_SIE.PNG	C:/Mie%20pagine%20Web/MATURITA/elezioni%202018/elezioni2018.comune.venezia.it/immagini/447/14_1271_PIUEUROPA_SIE.png	(from http://elezioni2018.comune.venezia.it/risultati/447/A/30241)
11:34:51	13910/13910	---M--	200	added ('OK')	image/png	etag:%223656-5666fae4da06f%22	http://elezioni2018.comune.venezia.it/immagini/447/16_1272_PARTITODEMOCRATICO_SIE.PNG	C:/Mie%20pagine%20Web/MATURITA/elezioni%202018/elezioni2018.comune.venezia.it/immagini/447/16_1272_PARTITODEMOCRATICO_SIE.png	(from http://elezioni2018.comune.venezia.it/risultati/447/A/30241)
11:34:51	22575/22575	---M--	200	added ('OK')	image/png	etag:%22582f-5666fae4b855e%22	http://elezioni2018.comune.venezia.it/immagini/447/15_1273_CIVICAPOPOLARELORENZIN_SIE.PNG	C:/Mie%20pagine%20Web/MATURITA/elezioni%202018/elezioni2018.comune.venezia.it/immagini/447/15_1273_CIVICAPOPOLARELORENZIN_SIE.png	(from http://elezioni2018.comune.venezia.it/risultati/447/A/30241)
11:34:52	16033/16033	---M--	200	added ('OK')	image/png	etag:%223ea1-5666fae50a5df%22	http://elezioni2018.comune.venezia.it/immagini/447/17_1274_ITALIAEUROPAINSIEME_SIE.PNG	C:/Mie%20pagine%20Web/MATURITA/elezioni%202018/elezioni2018.comune.venezia.it/immagini/447/17_1274_ITALIAEUROPAINSIEME_SIE.png	(from http://elezioni2018.comune.venezia.it/risultati/447/A/30241)
11:34:52	16563/16563	---M--	200	added ('OK')	image/png	etag:%2240b3-5666fae4eb5c5%22	http://elezioni2018.comune.venezia.it/immagini/447/12_1269_LIBERIEUGUALI_SIE.PNG	C:/Mie%20pagine%20Web/MATURITA/elezioni%202018/elezioni2018.comune.venezia.it/immagini/447/12_1269_LIBERIEUGUALI_SIE.png	(from http://elezioni2018.comune.venezia.it/risultati/447/A/30241)
